,0,1,2,3,4,5
0,735526.0,161.980757622,164.165095,165.35919555,161.825423081,23416500.0
1,735527.0,161.543877705,158.466391,161.815705384,156.961622346,20949800.0
2,735528.0,157.670329979,157.068413,160.582779818,156.398562158,11084800.0
3,735529.0,157.388783945,157.447031,158.078070534,156.82570837,7599400.0
4,735530.0,157.349958,157.349958,157.699451979,156.738338682,6652100.0
5,735533.0,157.272291014,157.14608,158.155738013,157.087833916,4989100.0
6,735534.0,157.272291591,158.825604,158.825604,157.078131181,7895300.0
7,735535.0,159.534295597,158.68969,159.815825619,158.010106723,4739300.0
8,735536.0,158.728516055,159.553716,159.815825806,158.262527964,3896000.0
9,735537.0,160.650728881,159.602245,160.757518709,158.845009014,5818000.0
10,735540.0,159.456628202,159.563419,159.738158223,158.612022605,4688200.0
11,735541.0,159.543998015,157.903316,159.563419201,157.505291868,4246900.0
12,735542.0,158.36931882,157.097551,158.767341982,156.845129943,4104700.0
13,735543.0,157.644915194,157.820866,157.889280453,156.442642027,4067600.0
14,735544.0,157.781759525,158.417118,158.553962546,157.224614551,3494800.0
15,735547.0,158.250937188,159.805111,160.763018913,157.967480327,4958200.0
16,735548.0,160.010369552,159.619391,160.205858828,158.935171203,3534400.0
17,735549.0,158.622376953,158.27049,159.326149881,158.114093301,3377600.0
18,735550.0,158.34868862,159.120876,159.130660385,158.153199344,3239500.0
19,735551.0,158.446440215,160.460008,160.78257112,158.04567728,4976700.0
20,735554.0,160.460008,160.460008,161.251748509,160.029922211,4798900.0
21,735555.0,161.017153425,158.241167,161.036706556,158.241167,5410100.0
22,735556.0,158.39756462,157.791529,158.446440604,157.332135995,3802200.0
23,735557.0,157.322351968,157.019341,157.859958475,156.198277634,4182200.0
24,735558.0,158.182522458,157.293029,158.299812896,157.126862578,4076900.0
25,735561.0,157.899049787,158.495302,160.166767223,157.429873375,6618500.0
26,735562.0,158.984031343,158.114092,159.814879087,157.918602726,4062300.0
27,735563.0,158.280258869,158.299812,158.446439953,157.38099667,3966000.0
28,735565.0,159.081784358,158.514855,159.687805316,157.80131235,2405500.0
29,735568.0,157.996801969,157.89905,159.638944341,157.713345109,4168400.0
30,735569.0,158.808096724,159.003586,159.062231708,157.996802103,3464100.0
31,735570.0,158.808095938,160.811894,160.811894,158.348688273,6429100.0
32,735571.0,160.313380739,160.352487,160.792341537,159.335919696,3859400.0
33,735572.0,159.922401821,159.590068,160.79234117,159.238182025,3013500.0
34,735575.0,159.609606468,158.211845,159.609606468,157.899049647,2851000.0
35,735576.0,157.214829964,159.31638,159.345702854,157.175738365,3861200.0
36,735577.0,159.33591859,156.892266,159.648712964,156.423088613,4072800.0
37,735578.0,157.195291739,157.439657,159.257720855,156.902050494,3989600.0
38,735579.0,156.638131369,151.877901,156.882496628,151.829025016,8611700.0
39,735582.0,152.415492282,149.610184,153.20724745,149.395140617,6500300.0
40,735583.0,148.603400958,147.99738,151.398939532,147.107886544,6782600.0
41,735584.0,148.104900726,148.505649,149.854550123,147.704138767,5131000.0
42,735585.0,150.118468532,154.12605,154.12605,149.844780418,7302400.0
43,735586.0,153.940343517,154.937344,156.794528766,153.940343517,8864900.0
44,735589.0,154.761409151,157.801313,158.260721646,154.761409151,4682500.0
45,735590.0,158.573501592,158.583285,159.228398538,157.967480631,4043300.0
46,735591.0,159.208859752,158.172753,159.316380467,157.967480316,1868100.0
47,735593.0,158.612607547,158.681022,159.414117783,158.358458878,1912200.0
48,735596.0,158.348687831,156.892266,158.681020673,155.856159257,3331800.0
49,735597.0,156.413319146,156.442642,157.195290909,156.188492356,2829900.0
50,735598.0,156.794530124,156.823852,157.859958753,156.76520727,4011900.0
51,735600.0,157.674238221,158.407334,159.629160299,157.371227254,5525500.0
52,735603.0,157.635145221,155.914805,157.635145221,155.602024311,4880400.0
53,735604.0,156.071202962,152.552352,156.354675462,151.672628263,6146700.0
54,735605.0,153.656872369,151.555337,153.656872369,150.558322831,4701800.0
55,735606.0,152.718517775,154.849376,155.455396957,152.044067703,4236800.0
56,735607.0,154.84937595,155.523827,156.726099191,153.705748489,4484800.0
57,735610.0,155.416305307,152.914007,155.660670567,152.249326651,4182800.0
58,735611.0,153.715517534,153.275663,156.364442804,152.171127143,4377500.0
59,735612.0,151.369617667,152.288433,152.962883073,150.274865212,4690300.0
60,735613.0,153.15837252,151.08616,153.432060634,150.685398041,4248400.0
61,735614.0,150.353064164,153.598227,154.077188775,150.353064164,5756000.0
62,735618.0,153.16814174,153.412507,153.783947082,150.558322724,8392800.0
63,735619.0,149.580862312,148.662046,151.017731022,147.665046489,11897100.0
64,735620.0,148.515432345,151.88767,152.210234098,148.339482516,6120100.0
65,735621.0,151.535784633,152.356848,154.047866358,151.398940087,4834800.0
66,735624.0,154.692979109,152.835809,155.865944085,152.25910992,7888100.0
67,735625.0,151.44781543,150.206436,151.594428721,149.150776122,5659600.0
68,735626.0,150.529000623,148.134224,151.047053998,148.134224,4495900.0
69,735627.0,147.968056549,151.975638,152.073389968,146.149978044,8320800.0
70,735628.0,150.441032488,149.85455,151.741056648,149.590630632,6563600.0
71,735631.0,150.528999805,151.174128,151.174128,148.095116934,4712200.0
72,735632.0,151.262095953,154.898252,155.025326823,151.262095953,5539400.0
73,735633.0,153.666656259,153.422291,155.132847812,153.168141356,3678500.0
74,735634.0,153.744839406,154.350876,155.015541684,153.607995839,5253600.0
75,735635.0,154.872556104,154.262284,155.60095717,153.779963365,3225000.0
76,735638.0,153.553573445,153.307494,155.030050112,152.962976872,3057700.0
77,735639.0,154.281973533,156.073425,156.073425,152.648003068,4440600.0
78,735640.0,155.285968208,155.71907,156.595111841,154.70522367,3626700.0
79,735641.0,156.230919604,156.034059,156.998686491,155.610794478,3333100.0
80,735642.0,156.289976118,157.884566,158.278301971,156.152171629,3706900.0
81,735646.0,157.244764602,158.435796,158.878736046,157.225074309,2894500.0
82,735647.0,159.321677148,159.646503,159.922110995,158.120807485,4358400.0
83,735648.0,159.508699222,161.31984,161.910436574,158.908264392,3504400.0
84,735649.0,161.073760744,161.083599,161.762780238,159.54806523,3353000.0
85,735652.0,161.654504591,160.355213,161.821836645,159.951638774,2714400.0
86,735653.0,159.941800357,162.245101,162.402594797,158.977159093,4701600.0
87,735654.0,162.353375798,160.256775,162.373067075,160.030385849,4004600.0
88,735655.0,161.172197866,158.347196,161.565919071,157.264455303,7110800.0
89,735656.0,158.34719708,159.400424,159.744926366,157.648340312,4410000.0
90,735659.0,159.400422861,157.963313,159.400422861,157.303822058,5917900.0
91,735660.0,157.756614409,158.504691,159.213400785,157.490844672,3234400.0
92,735661.0,158.022369995,156.919939,158.042061273,156.230919505,3633600.0
93,735662.0,157.353040412,158.652332,158.967320578,157.195545631,3791700.0
94,735663.0,157.677867015,156.014368,158.908264239,155.581266209,4540200.0
95,735666.0,155.719070406,158.248774,158.622804915,155.719070406,5193900.0
96,735667.0,157.097122691,155.335186,157.717233045,155.335186,4601000.0
97,735668.0,156.083277409,154.341031,156.64433067,153.494516724,5709900.0
98,735669.0,153.81934347,155.502519,156.230919079,153.81934347,4567300.0
99,735670.0,154.990684413,151.860546,155.049740526,150.994341433,6064100.0
100,735673.0,152.618474889,154.616639,154.626476272,152.372395444,3749600.0
101,735674.0,153.750433647,154.498525,154.823336086,152.933447924,3311700.0
102,735675.0,154.390249254,157.303822,158.179863837,153.356712635,5738800.0
103,735676.0,157.19554606,157.303822,158.396414733,156.319504223,3878600.0
104,735677.0,158.425943809,160.325685,160.443798212,157.835362,9006400.0
105,735680.0,160.217408945,162.048241,162.756950786,160.17802836,5930100.0
106,735681.0,162.205719934,160.443798,162.304157618,160.345360316,4346100.0
107,735682.0,160.522544893,156.703387,160.522544893,156.703387,5428900.0
108,735683.0,156.7722974,158.071589,158.721242675,156.417942997,4396000.0
109,735684.0,158.26844895,157.884566,158.37672489,156.732916166,3477900.0
110,735687.0,158.780298822,160.118971,161.034394408,158.721241724,4138000.0
111,735688.0,158.553910282,157.983004,159.78430751,157.884566316,4255400.0
112,735689.0,157.71723362,156.683697,158.101116569,155.906091861,3700800.0
113,735690.0,157.018376354,157.933785,159.991005225,156.39825123,4671600.0
114,735694.0,157.185708078,159.498846,160.246937355,156.211228556,3465700.0
115,735695.0,159.134654028,159.52839,161.270621649,159.085435186,3148000.0
116,735696.0,159.183872767,159.311839,160.985176277,158.485001235,2524300.0
117,735697.0,159.164182603,159.794145,159.922111233,158.199555113,2263500.0
118,735698.0,159.794143835,160.305994,160.768624339,158.721241396,2515700.0
119,735701.0,159.823672979,159.833526,161.428115882,159.813835707,3868900.0
120,735702.0,159.872892212,159.754779,160.187880793,158.268449306,2719300.0
121,735703.0,160.079605331,161.556082,162.373067725,159.951639099,3498800.0
122,735704.0,160.74893431,160.571764,161.408425252,159.991004699,3136900.0
123,735705.0,159.213401173,158.150336,159.321677113,157.520373604,4314400.0
124,735708.0,159.557917788,163.554246,164.026713612,159.361042421,9609200.0
125,735709.0,163.465659987,161.684033,164.755114305,161.477334142,9683600.0
126,735710.0,161.811998785,162.766789,163.396751395,160.335522116,4024800.0
127,735711.0,162.638823057,167.570264,169.21407371,162.55023741,8235600.0
128,735712.0,167.560411046,167.117471,168.17069791,166.093786419,3888400.0
129,735715.0,168.210063797,168.05257,168.800660369,167.629320246,3168600.0
130,735716.0,168.151008003,171.192546,171.950474626,167.353712571,5816700.0
131,735717.0,170.68069722,171.665015,172.383577807,170.09011541,4518400.0
132,735718.0,171.044904927,168.603786,171.546902074,167.629321239,5062900.0
133,735719.0,170.483836659,170.946467,171.271293836,169.716069774,3312100.0
134,735722.0,171.73392389,171.241765,173.535227394,170.975995262,4028000.0
135,735723.0,170.788972754,170.365723,171.497682539,169.26329201,3593600.0
136,735724.0,171.476495818,168.649969,172.61703671,167.469764373,3612600.0
137,735725.0,168.23342997,169.582233,170.564073339,167.648275578,2472000.0
138,735726.0,171.516174327,171.258306,171.902963428,170.821940453,3092600.0
139,735729.0,171.22855441,169.711152,171.565766076,169.453298549,2661000.0
140,735730.0,169.145853,169.145853,170.078115898,167.449924606,2962400.0
141,735731.0,169.830173348,170.861605,171.317823737,169.344202595,2457500.0
142,735732.0,172.071562214,172.617037,172.964146499,171.793868465,2439100.0
143,735733.0,172.478190429,171.833533,172.974073893,171.178977737,2916600.0
144,735736.0,172.012057398,171.635182,172.06164872,170.881444096,1970600.0
145,735737.0,171.545926825,172.051723,172.319504038,170.514481284,2523000.0
146,735738.0,171.902963164,172.329416,173.003824452,171.040130898,2300300.0
147,735739.0,171.893051571,171.912876,172.706292521,171.615342945,2295600.0
148,735740.0,171.61534295,170.802102,171.962467327,170.772349984,2849700.0
149,735744.0,170.693007557,168.729313,170.702919276,167.737546069,3854200.0
150,735745.0,169.750831746,170.583912,171.059956159,169.086348894,2764400.0
151,735746.0,170.038436681,170.296306,170.425224791,169.254947751,1731400.0
152,735747.0,169.939269685,168.253254,169.939269685,168.253254,4092000.0
153,735750.0,168.808655893,168.778889,169.631808559,167.638362982,2985500.0
154,735751.0,168.263181587,168.253254,169.046670521,167.043297352,2571400.0
155,735752.0,169.096261804,168.521035,170.147532767,168.233429532,2131000.0
156,735753.0,168.134246015,166.99372,169.195443568,166.547412982,3079300.0
157,735754.0,166.86478584,166.021778,167.519355981,165.823427589,3100500.0
158,735757.0,165.793676474,163.978741,165.902771828,163.661383515,3758700.0
159,735758.0,163.978740219,164.315938,164.653149666,162.024958376,3395900.0
160,735759.0,165.1192813,167.529268,167.995399449,164.692814577,4680500.0
161,735760.0,167.866465158,167.390421,169.036757075,167.152390987,3464000.0
162,735761.0,166.84494707,165.615165,166.914377698,165.317631945,3065100.0
163,735764.0,165.615163773,164.891164,165.615163773,162.897717439,4245700.0
164,735765.0,164.960595815,165.466391,166.021778498,164.544055687,3249800.0
165,735766.0,165.625077605,165.793676,166.468085448,164.732493317,2863000.0
166,735767.0,165.674668659,166.864786,167.330917449,165.674668659,3330900.0
167,735768.0,166.23996825,165.615165,167.033384771,165.396975283,7074000.0
168,735771.0,166.269719662,166.349063,166.954040827,165.82342752,2335800.0
169,735772.0,166.993720854,167.231735,168.570626308,166.190391623,3701600.0
170,735773.0,167.321005406,165.595325,167.449924197,165.456478622,3548100.0
171,735774.0,166.418493104,164.712653,166.745778173,164.712653,2408900.0
172,735775.0,164.861412626,164.097763,165.436639428,163.869645697,8946000.0
173,735778.0,162.570433611,161.628258,163.988668258,161.548914662,3314700.0
174,735779.0,162.639863002,161.320812,162.649775713,160.785248935,3597300.0
175,735780.0,162.620025227,163.135748,164.246522999,162.25307642,3214500.0
176,735781.0,163.691135265,163.730799,163.958916304,163.066317138,2852700.0
177,735785.0,162.481177716,163.373762,163.869645464,162.173731952,3079800.0
178,735786.0,163.582038968,163.641543,163.988667375,160.894344644,3549900.0
179,735787.0,162.649776253,161.816696,163.582039149,161.340636965,2776300.0
180,735788.0,163.978739804,162.501017,164.14733919,162.352243035,4199700.0
181,735789.0,164.296113603,165.575486,166.021778143,164.157266232,4538300.0
182,735792.0,166.547413055,167.985487,168.491282182,166.140799525,4229000.0
183,735793.0,168.035063948,167.221823,168.14415831,166.854873203,3025300.0
184,735794.0,167.092887678,167.142479,167.876391484,166.616843521,1998000.0
185,735795.0,168.074742589,169.592145,169.681400057,167.767297816,3529900.0
186,735796.0,168.927663037,171.089708,171.099634595,168.69956061,4356400.0
187,735799.0,171.367401285,171.793869,172.349256499,170.72275873,7377800.0
188,735800.0,162.98697309,161.72744,164.980434534,160.68608175,13752300.0
189,735801.0,161.390228373,159.029833,161.727440038,158.38517557,7181800.0
190,735802.0,158.950489222,160.398461,161.410067232,158.514109791,5034200.0
191,735803.0,159.962081129,158.434767,160.596811964,158.097570211,3778200.0
192,735806.0,157.690942372,157.760373,158.861220411,157.29424155,3706200.0
193,735807.0,158.593453622,158.7323,158.871146378,157.195058284,2721000.0
194,735808.0,158.682709012,159.763731,160.170359409,158.077730192,3378400.0
195,735809.0,159.17859227,159.634812,160.071176556,158.434767072,1994700.0
196,735810.0,160.071176602,160.65633,160.725746743,159.307526975,3580200.0
197,735813.0,160.368709195,157.403336,160.51748316,156.599991896,4615700.0
198,735814.0,157.095875642,156.302474,157.512430645,155.578473232,5260600.0
199,735815.0,157.790124215,156.599992,158.22648877,156.183451874,3472800.0
200,735816.0,157.130005,156.320007,157.539993,156.179993,3004800.0
201,735817.0,155.889999,155.119995,156.25,154.339996,3778900.0
202,735820.0,156.770004,156.75,157.470001,156.119995,4597200.0
203,735821.0,155.960007,155.509995,155.990005,154.860001,3143300.0
204,735822.0,154.259995,156.160004,156.520004,153.949997,3560300.0
205,735823.0,156.059998,155.070007,156.089996,154.320007,2505800.0
206,735824.0,155.0,155.75,156.210007,154.580002,3220300.0
207,735827.0,155.199997,156.309998,156.690002,154.699997,2242100.0
208,735828.0,155.509995,156.009995,156.520004,155.25,2013800.0
209,735829.0,155.149994,153.940002,155.669998,153.410004,4177100.0
210,735830.0,152.740005,152.660004,153.910004,152.5,3949500.0
211,735831.0,151.5,148.850006,153.190002,148.699997,7304900.0
212,735834.0,143.470001,143.470001,147.759995,143.0,10057600.0
213,735835.0,146.940002,140.960007,147.110001,140.619995,6866900.0
214,735836.0,144.089996,146.699997,146.979996,142.139999,6186700.0
215,735837.0,148.5,148.539993,148.970001,145.660004,4762000.0
216,735838.0,147.75,147.979996,148.199997,147.179993,4058800.0
217,735841.0,147.380005,147.889999,148.399994,146.259995,4062600.0
218,735842.0,144.910004,142.679993,144.979996,141.850006,5258900.0
219,735843.0,144.740005,145.050003,145.080002,143.179993,4243500.0
220,735844.0,146.050003,146.779999,148.029999,145.770004,3593100.0
221,735845.0,144.570007,143.699997,145.399994,143.320007,4193900.0
222,735849.0,145.860001,147.229996,147.339996,145.660004,3892600.0
223,735850.0,148.740005,145.050003,149.039993,144.850006,3380000.0
224,735851.0,145.850006,146.199997,147.160004,144.509995,3455000.0
225,735852.0,145.910004,147.369995,147.5,145.669998,3107600.0
226,735855.0,147.369995,145.649994,147.369995,145.410004,3202200.0
227,735856.0,146.600006,147.529999,147.929993,145.759995,2709500.0
228,735857.0,147.839996,148.410004,148.889999,147.539993,2791200.0
229,735858.0,148.100006,148.139999,149.679993,147.300003,3946900.0
230,735859.0,146.050003,144.509995,146.389999,143.979996,7776500.0
231,735862.0,145.389999,146.479996,146.979996,144.919998,3329900.0
232,735863.0,144.619995,144.429993,145.059998,143.770004,3466400.0
233,735864.0,144.210007,143.660004,144.570007,142.75,2670500.0
234,735865.0,142.600006,144.410004,145.070007,141.949997,3211100.0
235,735866.0,145.550003,145.419998,146.270004,144.529999,3449300.0
236,735869.0,144.419998,142.520004,145.380005,142.470001,4292400.0
237,735870.0,141.990005,142.470001,142.660004,141.149994,4741400.0
238,735871.0,143.690002,144.970001,145.710007,143.660004,3923900.0
239,735872.0,145.309998,143.589996,145.669998,141.589996,3815000.0
240,735873.0,141.050003,144.580002,144.589996,140.559998,3021800.0
241,735876.0,145.820007,149.039993,149.889999,145.820007,4993900.0
242,735877.0,149.059998,148.779999,150.149994,148.490005,2982400.0
243,735878.0,150.039993,150.089996,150.729996,148.860001,2980800.0
244,735879.0,149.690002,152.279999,153.020004,149.289993,4777100.0
245,735880.0,152.460007,152.389999,153.149994,151.270004,3437700.0
246,735883.0,152.399994,151.139999,152.580002,150.850006,3218500.0
247,735884.0,150.779999,149.619995,150.779999,149.179993,3853100.0
248,735885.0,149.600006,150.009995,150.649994,149.020004,3339900.0
249,735886.0,150.910004,150.089996,151.240005,148.580002,3467700.0
250,735887.0,150.449997,150.389999,151.199997,149.259995,3454000.0
